13:38:35 | INFO    | api                    | GET /health -> 200 (0.4ms) cid=a8259de3-19e1-430d-b846-df90cda8c25e
14:11:16 | INFO    | api                    | GET /health -> 200 (0.4ms) cid=bb7b68ab-64c4-4381-bd43-1c5774a1391b
14:11:16 | INFO    | api                    | GET /config -> 200 (1.7ms) cid=4feaaecf-4686-4a77-8251-a1b2360d791e
14:11:16 | INFO    | api                    | GET /health -> 200 (0.4ms) cid=8282b231-5e11-40be-beac-73348e08d5ed
14:11:16 | INFO    | api                    | GET /config -> 200 (0.9ms) cid=c6e319dc-d3b2-445e-8f80-d47585e21fb3
14:11:27 | INFO    | api                    | GET /health -> 200 (0.4ms) cid=69a83fbe-67ac-456c-8673-bad0dd3735f6
14:11:27 | INFO    | api                    | GET /config -> 200 (1.7ms) cid=3a79b6db-d962-4d81-bda4-520e1edaf255
14:11:27 | INFO    | api                    | GET /health -> 200 (0.2ms) cid=18eb2d80-afa7-41f2-afe1-d0e338a92cbe
14:11:27 | INFO    | api                    | GET /config -> 200 (1.1ms) cid=122fe7c7-7fa5-4fd8-a9d7-7e75b6d728ae
14:11:29 | INFO    | api                    | GET /health -> 200 (0.4ms) cid=ebdf38db-02a7-4b97-bacb-c1e261502236
14:11:29 | INFO    | api                    | GET /config -> 200 (1.1ms) cid=6e23ae84-ce6f-4285-8020-1f65754024a3
14:11:29 | INFO    | api                    | GET /health -> 200 (0.2ms) cid=d6c5b62c-78ad-41b1-a841-1ed8aada9b51
14:11:29 | INFO    | api                    | GET /config -> 200 (0.8ms) cid=a8c5f571-2bec-42ff-bf1e-58a74d320552
15:38:22 | INFO    | api                    | GET /health -> 200 (0.6ms) cid=aaf2d4fa-a8a1-470a-8a76-0c0f05dade38
15:38:22 | INFO    | api                    | GET /config -> 200 (3.2ms) cid=257c2ac4-55b4-4f23-8acc-3069961eaf8a
15:38:22 | INFO    | api                    | GET /health -> 200 (0.2ms) cid=c332d508-a0df-45a7-9b5a-8c78babf28cb
15:38:22 | INFO    | api                    | GET /config -> 200 (0.8ms) cid=51e1b519-aeae-4a0a-99ef-4617d98dceff
15:38:59 | INFO    | api                    | GET /health -> 200 (0.3ms) cid=07d72ea0-862e-4cfd-a207-9e317409088d
15:38:59 | INFO    | api                    | GET /health -> 200 (0.2ms) cid=d98726b5-506c-4c6d-831b-4bb309e25806
15:39:01 | INFO    | connectors.local_connector | Fetched 27 emails from data\raw_emails\inbox
15:39:01 | INFO    | api.connector          | connector.fetch source=local -> 27 emails cid=834d330a-7c5f-4442-8bb7-962c531255c5
15:39:01 | INFO    | api                    | POST /connector/fetch -> 200 (9.8ms) cid=834d330a-7c5f-4442-8bb7-962c531255c5
15:39:07 | INFO    | api                    | GET /health -> 200 (0.4ms) cid=5d976da9-ec9c-4774-8f3a-f067b9ef5b80
15:39:07 | INFO    | api                    | GET /config -> 200 (1.5ms) cid=77925c42-c0f1-4d0c-99d8-5818893c6f68
15:39:07 | INFO    | api                    | GET /health -> 200 (0.2ms) cid=94828c26-4703-4973-a259-c97927311824
15:39:07 | INFO    | api                    | GET /config -> 200 (1.0ms) cid=a64c2880-a1e1-40d1-8b20-84ba24a42603
15:39:08 | INFO    | api                    | GET /health -> 200 (0.3ms) cid=9fba80a4-6af6-4361-8f9f-b9c7775c98e8
15:39:08 | INFO    | api                    | GET /health -> 200 (0.2ms) cid=7c396d49-cdc0-4a39-a599-f6874aaf6138
15:49:04 | INFO    | api                    | GET /health -> 200 (0.7ms) cid=8ca619e1-3418-4482-b8da-35be070b2b75
15:49:04 | INFO    | api                    | GET /health -> 200 (0.7ms) cid=39e7ee84-d891-4c45-9b1c-594ca60d2676
15:49:04 | INFO    | api                    | GET /config -> 200 (3.0ms) cid=134e6925-d163-498f-8eb2-a4fa8ad24628
15:49:04 | INFO    | api                    | GET /config -> 200 (3.0ms) cid=b650576c-1722-486a-8ad4-f889e97ee7b6
15:49:05 | INFO    | api                    | GET /health -> 200 (0.3ms) cid=79e6d469-4c95-4d8c-8c4f-360967c3f82b
15:49:05 | INFO    | api                    | GET /health -> 200 (0.3ms) cid=63e50410-2206-4246-9f69-e0def2691c1a
15:49:07 | INFO    | connectors.local_connector | Fetched 27 emails from data\raw_emails\inbox
15:49:07 | INFO    | api.connector          | connector.fetch source=local -> 27 emails cid=4ad08e0c-3970-4e5f-a345-4fa274cb2cf1
15:49:07 | INFO    | api                    | POST /connector/fetch -> 200 (9.3ms) cid=4ad08e0c-3970-4e5f-a345-4fa274cb2cf1
15:49:13 | INFO    | api                    | GET /health -> 200 (0.2ms) cid=2203b2b4-bace-4a87-b859-9fe35d077c2e
15:49:13 | INFO    | api                    | GET /config -> 200 (0.9ms) cid=74d67e3a-9654-4919-889c-800694f914ed
15:49:14 | INFO    | api                    | GET /config -> 200 (0.8ms) cid=33265073-7b61-4b5b-b964-cd178abf74bc
15:49:37 | INFO    | api                    | GET /health -> 200 (0.2ms) cid=5998ff96-d551-4580-a774-99d71fb8e74b
15:49:37 | INFO    | api                    | GET /config -> 200 (2.1ms) cid=0cf75a44-3cba-43f5-a7a2-f001b4db7972
15:49:37 | INFO    | api                    | GET /health -> 200 (0.4ms) cid=85db207b-a631-4bbc-8f1e-ce577516c4ee
15:49:37 | INFO    | api                    | GET /config -> 200 (1.1ms) cid=e3be369e-c141-44ed-a172-4decc8b23f08
15:49:38 | INFO    | api                    | GET /health -> 200 (0.3ms) cid=1935687f-0dfd-4713-ba95-5156582065d2
15:49:38 | INFO    | api                    | GET /health -> 200 (0.3ms) cid=ad3635d4-778e-433d-8be8-0c1f08c5b250
15:50:52 | INFO    | connectors.local_connector | Fetched 27 emails from data\raw_emails\inbox
15:50:52 | WARNING | email_agent            | AMBIGUOUS (0.30) | Settlement query – account reconciliation | subject['settlement']
15:50:52 | WARNING | email_agent            | AMBIGUOUS (0.30) | Re: Confirmation needed | subject['confirm']
15:50:52 | WARNING | email_agent            | AMBIGUOUS (0.30) | Pending transaction follow-up | subject['transaction']
15:50:52 | WARNING | email_agent            | DUPLICATE trade_id FXOPT-2026-00053 — skipping (FX Trade Settlement[FXOPT-2026-00053] – USD/CAD – 26_05_26 - UTIY6WKTAKPUXQPHR62GDSW0053)
15:50:52 | WARNING | email_agent            | DUPLICATE trade_id FXOPT-2026-00056 — skipping (FX Trade Settlement FXOPT-2026-00056 – 26/05/26 – UTIPTK93TYT7D5J60FKHMY40056)
15:50:52 | INFO    | email_agent            | ========================================================
15:50:52 | INFO    | email_agent            | [Phase 1 Run Complete]
15:50:52 | INFO    | email_agent            |   Emails read:          27
15:50:52 | INFO    | email_agent            |   RELEVANT (stored):    0
15:50:52 | INFO    | email_agent            |   AMBIGUOUS (skipped):  3
15:50:52 | INFO    | email_agent            |   IRRELEVANT (skipped): 10
15:50:52 | INFO    | email_agent            |   DUPLICATE (skipped):  2
15:50:52 | INFO    | email_agent            |   Already processed:    12
15:50:52 | INFO    | email_agent            |   --- Ambiguous emails for manual review ---
15:50:52 | INFO    | email_agent            |     • Settlement query – account reconciliation
15:50:52 | INFO    | email_agent            |     • Re: Confirmation needed
15:50:52 | INFO    | email_agent            |     • Pending transaction follow-up
15:50:52 | INFO    | email_agent            | ========================================================
15:50:52 | INFO    | api.agent              | agent.run source=local -> relevant=0 ambiguous=3 irrelevant=10 duplicate=2 cid=bffa75c9-a193-40cf-9b9a-719d32235833
15:50:52 | INFO    | api                    | POST /agent/run -> 200 (15.7ms) cid=bffa75c9-a193-40cf-9b9a-719d32235833
15:52:53 | INFO    | api                    | GET /health -> 200 (0.5ms) cid=a692c134-7ee5-40a9-bb8f-08aefc948322
15:52:53 | INFO    | api                    | GET /health -> 200 (0.3ms) cid=e3326de9-cf0a-4df2-a011-b6d7a7be603f
15:52:57 | INFO    | api                    | GET /health -> 200 (0.4ms) cid=52e2650c-9479-4d4b-b132-1cb9cc05fd94
15:52:57 | INFO    | api                    | GET /config -> 200 (1.4ms) cid=729cec9a-b456-48df-bb4b-be752c3a4c4a
15:52:57 | INFO    | api                    | GET /health -> 200 (0.3ms) cid=99106e03-1ffc-4af9-b336-b1c032465474
15:52:57 | INFO    | api                    | GET /config -> 200 (0.8ms) cid=b90c09fa-b554-4b83-a7e4-da18be6ae932
15:52:58 | INFO    | api                    | GET /health -> 200 (0.3ms) cid=5ff45454-e475-471a-8fc8-0dc8c9fec275
15:52:58 | INFO    | api                    | GET /health -> 200 (0.3ms) cid=b7572e07-4f20-48f3-a97a-eb013b20c408
15:53:09 | INFO    | connectors.local_connector | Fetched 27 emails from data\raw_emails\inbox
15:53:09 | INFO    | api                    | POST /connector/preview -> 200 (8.1ms) cid=07c3d7f2-f833-4e46-96b7-1f5792b13e2f
15:53:19 | INFO    | connectors.local_connector | Fetched 27 emails from data\raw_emails\inbox
15:53:19 | INFO    | api                    | POST /connector/preview -> 200 (10.6ms) cid=2fd49037-f0dc-4368-b784-63c10d1aff34
15:53:21 | INFO    | connectors.local_connector | Fetched 27 emails from data\raw_emails\inbox
15:53:21 | INFO    | api                    | POST /connector/preview -> 200 (7.4ms) cid=35365c3a-1bc3-4420-aa46-42850f1df5dd
15:53:27 | INFO    | connectors.local_connector | Fetched 27 emails from data\raw_emails\inbox
15:53:27 | INFO    | api                    | POST /connector/preview -> 200 (7.5ms) cid=8b28600a-1f1c-4e4b-ac41-ace563db3b00
15:53:29 | INFO    | connectors.local_connector | Fetched 27 emails from data\raw_emails\inbox
15:53:29 | INFO    | api                    | POST /connector/preview -> 200 (7.4ms) cid=35c12554-7c3b-409c-8811-0356b02e455d
15:53:43 | INFO    | connectors.local_connector | Fetched 27 emails from data\raw_emails\inbox
15:53:43 | INFO    | api                    | POST /connector/preview -> 200 (7.8ms) cid=ba57544b-4321-495c-97f6-6f1737cce332
16:01:01 | INFO    | api                    | GET /health -> 200 (0.3ms) cid=d20ef662-5874-400c-9b0a-802740c6906b
16:01:01 | INFO    | api                    | GET /health -> 200 (0.2ms) cid=299fc29d-bad8-4318-bcab-6ce4ae4d1e20
16:01:07 | INFO    | api                    | GET /health -> 200 (0.2ms) cid=f8bcc1b0-2791-404c-b8da-dc316701e1a4
16:01:07 | INFO    | api                    | GET /health -> 200 (0.2ms) cid=2425f4c2-9d14-4d64-a920-48ae5c08b33d
16:01:13 | INFO    | api                    | GET /health -> 200 (0.3ms) cid=391bb76b-edd3-430c-a462-71f7d8fa4593
16:01:13 | INFO    | api                    | GET /health -> 200 (0.2ms) cid=04c057a2-4fbe-4192-b907-30d2dc430033
16:01:33 | INFO    | connectors.local_connector | Fetched 27 emails from data\raw_emails\inbox
16:01:33 | INFO    | api.connector          | connector.fetch source=local -> 27 emails cid=2f2675c7-4262-4711-a9cd-edb06f754e62
16:01:33 | INFO    | api                    | POST /connector/fetch -> 200 (7.9ms) cid=2f2675c7-4262-4711-a9cd-edb06f754e62
16:01:37 | INFO    | connectors.local_connector | Fetched 27 emails from data\raw_emails\inbox
16:01:37 | INFO    | api                    | POST /connector/preview -> 200 (7.5ms) cid=cde9e304-0328-4c89-a354-7133b1e4aa26
16:02:18 | INFO    | connectors.local_connector | Fetched 27 emails from data\raw_emails\inbox
16:02:18 | INFO    | connectors.local_connector | Fetched 27 emails from data\raw_emails\inbox
16:02:18 | INFO    | api                    | POST /connector/preview -> 200 (18.1ms) cid=3ebf58ef-5ded-4304-9bb0-773696c0ed98
16:02:18 | INFO    | api                    | POST /connector/preview -> 200 (18.7ms) cid=c9371287-b6c5-4263-9410-60d2da7ca77c
16:02:26 | INFO    | api                    | GET /health -> 200 (0.2ms) cid=833e509d-1463-4d59-a032-0ddc8a4b7a4f
16:02:26 | INFO    | api                    | GET /health -> 200 (0.2ms) cid=26c0a984-986a-4cc7-b355-6adda69d9079
16:02:34 | INFO    | api                    | GET /health -> 200 (0.2ms) cid=9544ebc5-e386-4826-b70a-5f74de26872b
16:02:34 | INFO    | api                    | GET /health -> 200 (0.2ms) cid=62650286-c211-45db-bf8d-746d11951ee3
16:02:36 | INFO    | connectors.local_connector | Fetched 27 emails from data\raw_emails\inbox
16:02:36 | INFO    | api.connector          | connector.fetch source=local -> 27 emails cid=85ed7f6c-848d-4865-80ca-9d3ac83ab0b1
16:02:36 | INFO    | api                    | POST /connector/fetch -> 200 (7.8ms) cid=85ed7f6c-848d-4865-80ca-9d3ac83ab0b1
16:02:40 | INFO    | connectors.local_connector | Fetched 27 emails from data\raw_emails\inbox
16:02:40 | INFO    | api                    | POST /connector/preview -> 200 (7.2ms) cid=73b57634-3816-4441-9d88-1d5196df5e36
16:02:52 | INFO    | connectors.local_connector | Fetched 27 emails from data\raw_emails\inbox
16:02:52 | INFO    | api                    | POST /connector/preview -> 200 (7.3ms) cid=33fecc34-71fe-4590-a69e-fc3f841a1c7d
16:02:56 | INFO    | connectors.local_connector | Fetched 27 emails from data\raw_emails\inbox
16:02:56 | INFO    | api                    | POST /connector/preview -> 200 (7.3ms) cid=f9dc94de-87ea-4394-b353-a8b048238bdc
16:03:08 | INFO    | api                    | GET /health -> 200 (0.2ms) cid=f6b15529-e13e-4c91-b21d-54ea194479ea
16:03:08 | INFO    | api                    | GET /health -> 200 (0.2ms) cid=c42833a3-b0dd-44b3-9015-19d00392fffe
16:03:13 | INFO    | api                    | GET /health -> 200 (0.2ms) cid=736bfbaf-3641-4bd5-90ed-d1b43d5f4e9b
16:03:13 | INFO    | api                    | GET /health -> 200 (0.2ms) cid=cc9a4409-2668-41c5-a4ca-00df6aa78e24
16:03:28 | INFO    | connectors.local_connector | Fetched 27 emails from data\raw_emails\inbox
16:03:28 | INFO    | api.connector          | connector.fetch source=local -> 27 emails cid=8c112dab-8562-4bab-99ec-51b903cdc024
16:03:28 | INFO    | api                    | POST /connector/fetch -> 200 (7.9ms) cid=8c112dab-8562-4bab-99ec-51b903cdc024
16:04:20 | INFO    | connectors.local_connector | Fetched 27 emails from data\raw_emails\inbox
16:04:20 | INFO    | api                    | POST /connector/preview -> 200 (7.7ms) cid=b82db273-d314-43f7-97c6-653cf5234ded
16:05:20 | INFO    | connectors.local_connector | Fetched 27 emails from data\raw_emails\inbox
16:05:20 | INFO    | api                    | POST /connector/preview -> 200 (7.7ms) cid=b373c0ed-a1ea-4f13-9e4f-fcccaedb3bec
16:05:30 | INFO    | api                    | GET /health -> 200 (0.2ms) cid=599ac8bc-371d-4204-b1bd-4d97f62fee35
16:05:30 | INFO    | api                    | GET /health -> 200 (0.2ms) cid=2378a737-7a10-40f4-b9a3-7e3ffaa5e07a
16:06:38 | INFO    | api                    | GET /health -> 200 (0.4ms) cid=1f2b261c-2fee-48ca-b881-83564a2338a4
16:06:38 | INFO    | api                    | GET /health -> 200 (1.2ms) cid=d990a09b-1410-4367-ae29-44c2face6178
16:06:40 | INFO    | connectors.local_connector | Fetched 27 emails from data\raw_emails\inbox
16:06:40 | INFO    | api.connector          | connector.fetch source=local -> 27 emails cid=ce9d26e5-ed9a-4b6e-80d7-de990450b3e0
16:06:40 | INFO    | api                    | POST /connector/fetch -> 200 (7.7ms) cid=ce9d26e5-ed9a-4b6e-80d7-de990450b3e0
16:07:01 | INFO    | api                    | GET /storage/cases/FXOPT-2026-00055 -> 200 (15.8ms) cid=23fe14e5-ebd3-40f1-a07c-26422c7bcef6
16:07:12 | INFO    | api                    | GET /storage/cases/FXOPT-2026-00055 -> 200 (2.2ms) cid=76440eb0-dec3-4ea0-a7d5-11d864d0ae6c
16:09:34 | INFO    | api                    | GET /health -> 200 (0.5ms) cid=23a5b61a-6dcf-40df-bb17-8a5d20edab60
16:09:34 | INFO    | api                    | GET /config -> 200 (1.8ms) cid=8ece62fc-9928-4adb-917f-725def521df1
16:09:34 | INFO    | api                    | GET /health -> 200 (0.3ms) cid=ae76da17-bcb6-4009-aa48-59077b08d2ec
16:09:34 | INFO    | api                    | GET /config -> 200 (1.1ms) cid=a0512b9b-df6d-44b6-9001-243fd0732852
16:15:34 | INFO    | api                    | GET /health -> 200 (0.3ms) cid=2ddd02dd-d0e9-459b-9cb7-b47415fa515f
16:15:34 | INFO    | api                    | GET /health -> 200 (0.2ms) cid=81da9941-ab34-4abc-9ddb-74e60467902a
16:15:37 | INFO    | api                    | GET /health -> 200 (0.4ms) cid=a61fc346-a6f3-4c73-922e-76533414981e
16:15:37 | INFO    | api                    | GET /config -> 200 (1.6ms) cid=bc490493-ef25-4e9b-8393-9a8eac4f6ba6
16:15:37 | INFO    | api                    | GET /health -> 200 (0.3ms) cid=10e2c285-9edb-46f4-acfd-5dd680f8b342
16:15:37 | INFO    | api                    | GET /config -> 200 (1.0ms) cid=dbd4e302-14b5-4275-ba39-be0385c6f608
16:18:53 | INFO    | api                    | GET /health -> 200 (0.3ms) cid=bae00d29-32b0-4e08-ab16-c30de26c2a1a
16:18:53 | INFO    | api                    | GET /storage/cases -> 200 (2.5ms) cid=1c664141-f0c7-4b00-904f-42807f578bac
16:18:53 | INFO    | connectors.local_connector | Fetched 27 emails from data\raw_emails\inbox
16:18:53 | WARNING | email_agent            | AMBIGUOUS (0.30) | Settlement query – account reconciliation | subject['settlement']
16:18:53 | WARNING | email_agent            | AMBIGUOUS (0.30) | Re: Confirmation needed | subject['confirm']
16:18:53 | WARNING | email_agent            | AMBIGUOUS (0.30) | Pending transaction follow-up | subject['transaction']
16:18:53 | INFO    | email_agent            | RESTORED missing case folder | FX Trade Settlement[FXOPT-2026-00047] – USD/JPY – 26_05_26 - UTIIFD0TVBDIVUZZPQK51FP0047 | trade_id=FXOPT-2026-00047
16:18:53 | WARNING | email_agent            | DUPLICATE trade_id FXOPT-2026-00053 — skipping (FX Trade Settlement[FXOPT-2026-00053] – USD/CAD – 26_05_26 - UTIY6WKTAKPUXQPHR62GDSW0053)
16:18:53 | WARNING | email_agent            | DUPLICATE trade_id FXOPT-2026-00056 — skipping (FX Trade Settlement FXOPT-2026-00056 – 26/05/26 – UTIPTK93TYT7D5J60FKHMY40056)
16:18:53 | INFO    | email_agent            | ========================================================
16:18:53 | INFO    | email_agent            | [Phase 1 Run Complete]
16:18:53 | INFO    | email_agent            |   Emails read:          27
16:18:53 | INFO    | email_agent            |   RELEVANT (stored):    1
16:18:53 | INFO    | email_agent            |   AMBIGUOUS (skipped):  3
16:18:53 | INFO    | email_agent            |   IRRELEVANT (skipped): 10
16:18:53 | INFO    | email_agent            |   DUPLICATE (skipped):  2
16:18:53 | INFO    | email_agent            |   Already processed:    11
16:18:53 | INFO    | email_agent            |   --- Ambiguous emails for manual review ---
16:18:53 | INFO    | email_agent            |     • Settlement query – account reconciliation
16:18:53 | INFO    | email_agent            |     • Re: Confirmation needed
16:18:53 | INFO    | email_agent            |     • Pending transaction follow-up
16:18:53 | INFO    | email_agent            | ========================================================
16:18:53 | INFO    | api.agent              | agent.run source=local -> relevant=1 ambiguous=3 irrelevant=10 duplicate=2 cid=bb44c7c1-9b66-4f9f-a755-35ba704a27f9
16:18:53 | INFO    | api                    | POST /agent/run -> 200 (15.7ms) cid=bb44c7c1-9b66-4f9f-a755-35ba704a27f9
16:20:37 | INFO    | api                    | GET /health -> 200 (0.4ms) cid=afc66f1b-1cd9-4736-b450-69a5f755a25d
16:20:37 | INFO    | api                    | GET /config -> 200 (1.4ms) cid=cc11bdc0-f0d0-4cc5-8c6a-709a811652cd
16:20:37 | INFO    | api                    | GET /health -> 200 (0.2ms) cid=b05ea571-db78-40cc-925c-4b340f42f1b8
16:20:37 | INFO    | api                    | GET /config -> 200 (0.8ms) cid=2ee0f157-c5d4-4e42-9f6d-482b708acb5e
16:21:27 | INFO    | api                    | GET /health -> 200 (0.6ms) cid=22005e19-8ef3-4574-8935-fe89fe756647
16:21:27 | INFO    | api                    | GET /health -> 200 (0.9ms) cid=d2fcb8aa-2566-41de-8df9-75faf09de140
16:21:27 | INFO    | api                    | GET /config -> 200 (2.4ms) cid=f6e2e249-192b-439d-a2b5-80755d079875
16:21:27 | INFO    | api                    | GET /config -> 200 (2.7ms) cid=dc8f1bfe-ed42-48b0-b1a9-fe0377796da7
16:22:37 | INFO    | api                    | GET /health -> 200 (0.4ms) cid=2f17e0eb-c0cb-4cb3-9073-dce4bf9cd4c9
16:22:37 | INFO    | api                    | GET /health -> 200 (0.6ms) cid=8b6b85ce-7f0b-4474-9fc4-dd1717e1eaa5
16:22:37 | INFO    | api                    | GET /config -> 200 (1.6ms) cid=566433d1-b140-411e-93de-958636db33e9
16:22:37 | INFO    | api                    | GET /config -> 200 (1.8ms) cid=f7e90b15-b8b0-48dd-85ad-b5bb3a5bde38
16:22:54 | INFO    | api                    | GET /health -> 200 (0.3ms) cid=044f7c23-4f8a-4cf6-8ac1-8e57d5e8f06b
16:22:54 | INFO    | api                    | GET /config -> 200 (1.0ms) cid=f267f1cc-224c-48cb-b947-e9c477bfcfea
16:22:54 | INFO    | api                    | GET /health -> 200 (0.2ms) cid=c2d1349a-f739-4d30-98d9-aa813b4d4ef9
16:22:54 | INFO    | api                    | GET /config -> 200 (0.8ms) cid=568f7061-df54-407b-a0d5-69d7941e5ef9
16:22:55 | INFO    | api                    | GET /health -> 200 (0.2ms) cid=045a72ee-cc1c-4659-88e9-453973f4a4bd
16:22:55 | INFO    | api                    | GET /health -> 200 (0.2ms) cid=754846e3-9838-476a-a28c-a664510ee2cc
16:23:00 | INFO    | api                    | GET /health -> 200 (0.5ms) cid=37c557fb-4b96-4a83-9b80-7d8e46bba8f0
16:23:00 | INFO    | api                    | GET /config -> 200 (1.3ms) cid=911a2192-31fb-4c51-889e-788c39ea3249
16:23:00 | INFO    | api                    | GET /health -> 200 (0.3ms) cid=64893bd8-db75-40b9-a979-91f919963f53
16:23:00 | INFO    | api                    | GET /config -> 200 (1.0ms) cid=566d8b03-762e-46e9-b0a4-5798c7621f38
16:23:02 | INFO    | api                    | GET /health -> 200 (0.3ms) cid=74b84e35-98ba-44e5-a775-27cc056b295b
16:23:02 | INFO    | api                    | GET /health -> 200 (0.3ms) cid=b2947f3e-3800-4470-aad6-0abf1e07ef09
16:24:48 | INFO    | api                    | GET /storage/cases/FXOPT-2026-00055 -> 200 (3.9ms) cid=e515550c-9ba0-49ff-8791-e3012c89a59c
16:25:07 | INFO    | api                    | GET /storage/cases/FXOPT-2026-00055 -> 200 (2.4ms) cid=a9da0bb4-e220-4947-b687-d2c01a2f8776
16:25:32 | INFO    | api                    | GET /storage/cases/FXOPT-2026-00055 -> 200 (2.2ms) cid=8811fbf6-3530-480e-a867-59d32216ca99
16:36:18 | INFO    | api                    | GET /storage/cases/FXOPT-2026-00055 -> 200 (5.4ms) cid=883b1ec7-7d4c-4b05-bd70-271580370dd3
16:36:26 | INFO    | api                    | GET /storage/cases/FXOPT-2026-00055 -> 200 (2.3ms) cid=6d40b68d-56f1-4d64-8d71-97cb106610f5
16:41:24 | INFO    | api                    | GET /storage/cases/FXOPT-2026-00055 -> 200 (2.5ms) cid=b23be16f-1ecf-460e-ad37-aaca94f777aa
16:51:10 | INFO    | api                    | GET /storage/cases/FXOPT-2026-00055 -> 200 (5.0ms) cid=f8541219-3c64-4104-89ae-087a252f08bc
16:51:10 | INFO    | api                    | GET /storage/cases/FXOPT-2026-00050 -> 200 (11.2ms) cid=ec69af7c-0956-48fe-b71a-3083c8c0175b
16:51:10 | INFO    | api                    | GET /storage/cases/FXOPT-2026-00057 -> 200 (12.6ms) cid=2daa9cc1-01ac-4c86-9507-64de7cf4c8bc
16:51:10 | INFO    | api                    | GET /storage/cases/FXOPT-2026-00049 -> 200 (16.1ms) cid=2c12946e-cc13-4f6a-90d3-10d18e709c11
16:51:10 | INFO    | api                    | GET /storage/cases/FXOPT-2026-00053 -> 200 (17.7ms) cid=df70a980-d697-4b29-824d-0192747e1d62
16:51:10 | INFO    | api                    | GET /storage/cases/FXOPT-2026-00056 -> 200 (18.2ms) cid=83c9e49c-436a-4186-a9d9-aa53d1717a45
16:51:10 | INFO    | api                    | GET /storage/cases/FXOPT-2026-00054 -> 200 (13.4ms) cid=dc830404-bb1b-4d08-8d52-a93a1c1064f9
16:51:10 | INFO    | api                    | GET /storage/cases/FXOPT-2026-00048 -> 200 (12.8ms) cid=607c48e4-dabe-43be-af74-463e1ecea6bf
16:51:10 | INFO    | api                    | GET /storage/cases/FXOPT-2026-00055 -> 200 (2.2ms) cid=b3e28c6c-d8a0-4c00-ba9c-aa7ef89d433b
16:51:10 | INFO    | api                    | GET /storage/cases/FXOPT-2026-00047 -> 200 (14.1ms) cid=ca03a0fa-53d0-4e6f-bf64-d7a830c7831a
16:51:10 | INFO    | api                    | GET /storage/cases/FXOPT-2026-00052 -> 200 (14.2ms) cid=ffbd9edc-6d03-40d7-8345-2d1e32eb874b
16:51:10 | INFO    | api                    | GET /storage/cases/FXOPT-2026-00058 -> 200 (14.7ms) cid=d30b5d51-14de-4fce-a79e-fd827cd22118
16:51:10 | INFO    | api                    | GET /storage/cases/FXOPT-2026-00051 -> 200 (16.2ms) cid=e4699f34-9bcf-463c-a3f1-b64ab2dc20b8
16:51:10 | INFO    | api                    | GET /storage/cases/FXOPT-2026-00050 -> 200 (4.9ms) cid=13578159-e08f-452f-a1c3-812a57d784fb
16:51:10 | INFO    | api                    | GET /storage/cases/FXOPT-2026-00057 -> 200 (4.9ms) cid=4bb95cb0-019b-4254-b5b3-94623d2e5db0
16:51:10 | INFO    | api                    | GET /storage/cases/FXOPT-2026-00049 -> 200 (2.8ms) cid=d9d68f89-0882-4f20-a6e3-1018fcf52761
16:51:10 | INFO    | api                    | GET /storage/cases/FXOPT-2026-00053 -> 200 (4.2ms) cid=2a2d2930-aeda-4e10-895e-9e2d9011e67b
